No,日本語名,英語名,定義,カテゴリ,ドメイン
4037,共益権,,共益権に関連する業務用語。,Concept,共通
4038,共通KPI,,共通KPIに関連する業務用語。,Concept,経営戦略
4039,共通支配下,,共通支配下に関連する業務用語。,Concept,共通
4040,共通支配下の取引,,共通支配下の取引に関連する業務用語。,Concept,共通
4041,共通費の配賦基準,,共通費の配賦基準に関連する業務用語。,Metric,会計
4042,共通ＫＰＩ,,共通ＫＰＩに関連する業務用語。,Concept,共通
4043,内出来,,内出来に関連する業務用語。,Concept,共通
4044,内国法人,,内国法人に関連する業務用語。,Entity,共通
4045,内国為替制度,,内国為替制度に関連する業務用語。,Concept,投資
4046,内在価値,,内在価値に関連する業務用語。,Concept,共通
4047,内枠方式,,内枠方式に関連する業務用語。,Concept,共通
4048,内縁,,内縁に関連する業務用語。,Concept,共通
4049,内部データ,,内部データに関連する業務用語。,Concept,共通
4050,内部ビジネスプロセスの視点,,内部ビジネスプロセスの視点に関連する業務用語。,Concept,共通
4051,内部利益,,内部利益に関連する業務用語。,Concept,共通
4052,内部収益率,,内部収益率に関連する業務用語。,Concept,共通
4053,内部取引消去,Elimination of Intercompany Transactions,内部取引消去に関連する業務用語。,Concept,共通
4054,内部成長,,内部成長に関連する業務用語。,Concept,共通
4055,内部成長率,,内部成長率に関連する業務用語。,Concept,共通
4056,内部投資収益率,,内部投資収益率に関連する業務用語。,Concept,共通
4057,内部環境,,内部環境に関連する業務用語。,Concept,共通
4058,内部環境分析,,内部環境分析に関連する業務用語。,Concept,共通
4059,内部留保,,内部留保に関連する業務用語。,Concept,共通
4060,内部統制システム,,内部統制システムに関連する業務用語。,Process,会計
4061,内部統制報告書,Internal Control Report,内部統制報告書に関連する業務用語。,Process,会計
4062,内部統制（Internal control）,,内部統制（Internal control）に関連する業務用語。,Process,会計
4063,内部者,,内部者に関連する業務用語。,Concept,共通
4064,内部者取引,Insider Trading,内部者取引に関連する業務用語。,Concept,共通
4065,内部者登録制度,,内部者登録制度に関連する業務用語。,Concept,共通
4066,内部調達,,内部調達に関連する業務用語。,Concept,調達
4067,内部通報制度,Internal Whistleblowing System,内部通報制度に関連する業務用語。,Concept,共通
4068,内部金融,,内部金融に関連する業務用語。,Concept,共通
4069,内部顧客,,内部顧客に関連する業務用語。,Concept,営業
4070,内需,,内需に関連する業務用語。,Concept,共通
4071,内需関連株,,内需関連株に関連する業務用語。,Concept,共通
4072,円キャリートレード,,円キャリートレードに関連する業務用語。,Concept,共通
4073,円キャリー取引,,円キャリー取引に関連する業務用語。,Concept,共通
4074,円借款,,円借款に関連する業務用語。,Concept,共通
4075,円円スワップ,,円円スワップに関連する業務用語。,Concept,投資
4076,円売り介入,,円売り介入に関連する業務用語。,Concept,共通
4077,円安,,円安に関連する業務用語。,Concept,共通
4078,円安圧力,,円安圧力に関連する業務用語。,Concept,共通
4079,円建て,,円建てに関連する業務用語。,Concept,共通
4080,円建て外債,,円建て外債に関連する業務用語。,Concept,共通
4081,円投,,円投に関連する業務用語。,Concept,共通
4082,円短期運用,,円短期運用に関連する業務用語。,Concept,共通
4083,円貨建て債券,,円貨建て債券に関連する業務用語。,Concept,投資
4084,円転,,円転に関連する業務用語。,Concept,共通
4085,円金利スワップ,,円金利スワップに関連する業務用語。,Concept,投資
4086,円高,,円高に関連する業務用語。,Concept,共通
4087,円高不況,,円高不況に関連する業務用語。,Concept,共通
4088,再投資,,再投資に関連する業務用語。,Concept,共通
4089,再生可能エネルギー,Renewable Energy,再生可能エネルギーに関連する業務用語。,Concept,共通
4090,再生可能エネルギー事業,Renewable Energy Business,再生可能エネルギー事業に関連する業務用語。,Concept,共通
4091,再生知名率,,再生知名率に関連する業務用語。,Concept,共通
4092,冷やし玉,,冷やし玉に関連する業務用語。,Concept,共通
4093,冷やす,,冷やすに関連する業務用語。,Concept,共通
4094,冷凍食品,Frozen Food,冷凍食品に関連する業務用語。,Concept,共通
4095,処分売り,,処分売りに関連する業務用語。,Concept,共通
4096,凪相場,,凪相場に関連する業務用語。,Concept,共通
4097,出口戦略,,出口戦略に関連する業務用語。,Concept,共通
4098,出合い,,出合いに関連する業務用語。,Concept,共通
4099,出合い注文,,出合い注文に関連する業務用語。,Concept,共通
4100,出合い難,,出合い難に関連する業務用語。,Concept,共通
4101,出向者の給与,,出向者の給与に関連する業務用語。,Process,人事
4102,出店ブランド数,Number of Brands Listed,出店ブランド数に関連する業務用語。,Concept,マーケティング
4103,出庫,,出庫に関連する業務用語。,Concept,共通
4104,出来ず,,出来ずに関連する業務用語。,Concept,共通
4105,出来ず引成,,出来ず引成に関連する業務用語。,Concept,共通
4106,出来値,,出来値に関連する業務用語。,Concept,共通
4107,出来高,,出来高に関連する業務用語。,Concept,共通
4108,出来高10位占有率,,出来高10位占有率に関連する業務用語。,Concept,共通
4109,出来高加重平均価格,,出来高加重平均価格に関連する業務用語。,Concept,共通
4110,出直る,,出直るに関連する業務用語。,Concept,共通
4111,出納,,出納に関連する業務用語。,Concept,共通
4112,出納帳,,出納帳に関連する業務用語。,Concept,共通
4113,出荷基準,,出荷基準に関連する業務用語。,Concept,共通
4114,出資者,,出資者に関連する業務用語。,Concept,共通
4115,出資金,,出資金に関連する業務用語。,Concept,共通
4116,出遅れ株,,出遅れ株に関連する業務用語。,Concept,共通
4117,出願人,,出願人に関連する業務用語。,Concept,共通
4118,分別管理,,分別管理に関連する業務用語。,Concept,共通
4119,分割原資,,分割原資に関連する業務用語。,Concept,共通
4120,分割型分割,,分割型分割に関連する業務用語。,Concept,共通
4121,分割基準,,分割基準に関連する業務用語。,Concept,共通
4122,分割法人,,分割法人に関連する業務用語。,Entity,共通
4123,分化,,分化に関連する業務用語。,Concept,共通
4124,分散処理,,分散処理に関連する業務用語。,Concept,共通
4125,分散型事業,,分散型事業に関連する業務用語。,Concept,共通
4126,分散投資,,分散投資に関連する業務用語。,Concept,投資
4127,分断勤務制度,,分断勤務制度に関連する業務用語。,Concept,共通
4128,分業の理論,,分業の理論に関連する業務用語。,Concept,共通
4129,分社型分割,,分社型分割に関連する業務用語。,Concept,共通
4130,分社型分割と分割型分割,,分社型分割と分割型分割に関連する業務用語。,Concept,共通
4131,分記法,,分記法に関連する業務用語。,Concept,共通
4132,分足,,分足に関連する業務用語。,Concept,共通
4133,分配可能額,,分配可能額に関連する業務用語。,Concept,共通
4134,分配方針,,分配方針に関連する業務用語。,Concept,共通
4135,分配準備積立金,,分配準備積立金に関連する業務用語。,Concept,共通
4136,分配落ち,,分配落ちに関連する業務用語。,Concept,共通
4137,分配金,,分配金に関連する業務用語。,Concept,共通
4138,分離課税,,分離課税に関連する業務用語。,Concept,共通
4139,切り込み線,,切り込み線に関連する業務用語。,Concept,共通
4140,切り返す,,切り返すに関連する業務用語。,Concept,共通
4141,刈込平均,,刈込平均に関連する業務用語。,Concept,共通
